function,offset,target addr,instruction,type
__insert_resource,0x68,,RET,ret
__insert_resource,0x76,ctx->r8 + 0x30,"MOV qword ptr [R8 + 0x30],RDX",write other [TODO]
__insert_resource,0x7a,ctx->r9,"MOV qword ptr [R9],R8",write other [TODO]
__insert_resource,0x7e,ctx->r8 + 0x28,"MOV qword ptr [R8 + 0x28],RAX",write other [TODO]
__insert_resource,0x84,,RET,ret
__insert_resource,0xb4,,RET,ret
__insert_resource,0xb5,ctx->r8 + 0x28,"MOV qword ptr [R8 + 0x28],RAX",write other [TODO]
__insert_resource,0xbd,ctx->r8 + 0x38,"MOV qword ptr [R8 + 0x38],RDX",write other [TODO]
__insert_resource,0xc1,ctx->r8 + 0x30,"MOV qword ptr [R8 + 0x30],RCX",write other [TODO]
__insert_resource,0xc8,ctx->r10 + 0x30,"MOV qword ptr [R10 + 0x30],0x0",write other [TODO]
__insert_resource,0xd0,ctx->rcx + 0x28,"MOV qword ptr [RCX + 0x28],R8",write other [TODO]
__insert_resource,0xf2,ctx->rax + 0x30,"MOV qword ptr [RAX + 0x30],R8",write other [TODO]
__insert_resource,0xf9,,RET,ret
__insert_resource,0xfa,ctx->rax + 0x38,"MOV qword ptr [RAX + 0x38],R8",write other [TODO]
__insert_resource,0x101,,RET,ret
insert_resource_expand_to_fit,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
insert_resource_expand_to_fit,0xc,,RET,ret
insert_resource_expand_to_fit,0x21,0xffffffff81d14e80,CALL 0xffffffff81d14e80,direct call
insert_resource_expand_to_fit,0x2c,0xffffffff810ad5d0,CALL 0xffffffff810ad5d0,direct call
insert_resource_expand_to_fit,0x3d,0xffffffff81d14bd0,CALL 0xffffffff81d14bd0,direct call
insert_resource_expand_to_fit,0x46,,RET,ret
insert_resource,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
insert_resource,0x1b,0xffffffff81d14e80,CALL 0xffffffff81d14e80,direct call
insert_resource,0x26,0xffffffff810ad5d0,CALL 0xffffffff810ad5d0,direct call
insert_resource,0x35,0xffffffff81d14bd0,CALL 0xffffffff81d14bd0,direct call
insert_resource,0x48,,RET,ret
get_free_mem_region,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
get_free_mem_region,0x3e,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],R8",write stack
get_free_mem_region,0x42,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],R9",write stack
get_free_mem_region,0x46,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],RAX",write stack
get_free_mem_region,0x4a,0xffffffff812b35b0,CALL 0xffffffff812b35b0,direct call
get_free_mem_region,0x62,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RAX",write stack
get_free_mem_region,0x81,0xffffffff817fe540,CALL 0xffffffff817fe540,direct call
get_free_mem_region,0x98,0xffffffff81d14e80,CALL 0xffffffff81d14e80,direct call
get_free_mem_region,0xa2,0xffffffff810ac770,CALL 0xffffffff810ac770,direct call
get_free_mem_region,0xae,0xffffffff81d14bd0,CALL 0xffffffff81d14bd0,direct call
get_free_mem_region,0xbd,0xffffffff810ad150,CALL 0xffffffff810ad150,direct call
get_free_mem_region,0xd4,ctx->rbp - 0x50,"MOV qword ptr [RBP + -0x50],0x0",write stack
get_free_mem_region,0xe3,0xffffffff81d14e80,CALL 0xffffffff81d14e80,direct call
get_free_mem_region,0x1fc,0xffffffff817fdb40,CALL 0xffffffff817fdb40,direct call
get_free_mem_region,0x201,ctx->rbp - 0x50,"MOV qword ptr [RBP + -0x50],RAX",write stack
FUN_ffffffff810ad933,-0xd0,,RET,ret
FUN_ffffffff810ad933,-0x86,0xffffffff81d14bd0,CALL 0xffffffff81d14bd0,direct call
FUN_ffffffff810ad933,-0x59,0xffffffff817fed90,CALL 0xffffffff817fed90,direct call
FUN_ffffffff810ad933,0x2a,0xffffffff810acdf0,CALL 0xffffffff810acdf0,direct call
FUN_ffffffff810ad933,0x8e,0xffffffff810acb40,CALL 0xffffffff810acb40,direct call
FUN_ffffffff810ad933,0xa2,0xffffffff81d14bd0,CALL 0xffffffff81d14bd0,direct call
FUN_ffffffff810ad933,0xb1,0xffffffff810ad150,CALL 0xffffffff810ad150,direct call
FUN_ffffffff810ad933,0xba,0xffffffff817fdba0,CALL 0xffffffff817fdba0,direct call
FUN_ffffffff810ad933,0xc9,ctx->r15,"MOV qword ptr [R15],R13",write other [TODO]
FUN_ffffffff810ad933,0xd2,ctx->r15 + 0x8,"MOV qword ptr [R15 + 0x8],RAX",write other [TODO]
FUN_ffffffff810ad933,0xda,ctx->r15 + 0x18,"MOV qword ptr [R15 + 0x18],0x200",write other [TODO]
FUN_ffffffff810ad933,0xe2,ctx->r15 + 0x10,"MOV qword ptr [R15 + 0x10],RAX",write other [TODO]
FUN_ffffffff810ad933,0xea,ctx->r15 + 0x20,"MOV qword ptr [R15 + 0x20],RAX",write other [TODO]
FUN_ffffffff810ad933,0xee,0xffffffff810ad5d0,CALL 0xffffffff810ad5d0,direct call
FUN_ffffffff810ad933,0x103,0xffffffff81d14bd0,CALL 0xffffffff81d14bd0,direct call
FUN_ffffffff810ad933,0x13f,ctx->rax,"MOV qword ptr [RAX],-0x7d19e140",write other [TODO]
FUN_ffffffff810ad933,0x149,ctx->rax + 0x8,"MOV qword ptr [RAX + 0x8],R13",write other [TODO]
FUN_ffffffff810ad933,0x14d,ctx->rax + 0x10,"MOV qword ptr [RAX + 0x10],RBX",write other [TODO]
FUN_ffffffff810ad933,0x151,0xffffffff817fe110,CALL 0xffffffff817fe110,direct call
FUN_ffffffff810ad933,0x161,ctx->r15 + 0x20,"MOV qword ptr [R15 + 0x20],RAX",write other [TODO]
FUN_ffffffff810ad933,0x165,0xffffffff81d14bd0,CALL 0xffffffff81d14bd0,direct call
FUN_ffffffff810ad933,0x197,0xffffffff81d14bd0,CALL 0xffffffff81d14bd0,direct call
FUN_ffffffff810adaa2,-0x1a3,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],R9",write stack
FUN_ffffffff810adaa2,-0x19f,0xffffffff810acdf0,CALL 0xffffffff810acdf0,direct call
devm_request_free_mem_region,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
devm_request_free_mem_region,0x22,0xffffffff810ad790,CALL 0xffffffff810ad790,direct call
devm_request_free_mem_region,0x28,,RET,ret
request_free_mem_region,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
request_free_mem_region,0x21,0xffffffff810ad790,CALL 0xffffffff810ad790,direct call
request_free_mem_region,0x27,,RET,ret
alloc_free_mem_region,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
alloc_free_mem_region,0x1e,0xffffffff810ad790,CALL 0xffffffff810ad790,direct call
alloc_free_mem_region,0x28,,RET,ret
request_resource,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
request_resource,0x19,0xffffffff81d14e80,CALL 0xffffffff81d14e80,direct call
request_resource,0x56,0xffffffff81d14bd0,CALL 0xffffffff81d14bd0,direct call
request_resource,0x69,0xffffffff81d14bd0,CALL 0xffffffff81d14bd0,direct call
request_resource,0x7a,,RET,ret
request_resource,0x88,ctx->r12 + 0x30,"MOV qword ptr [R12 + 0x30],RCX",write other [TODO]
request_resource,0x94,ctx->rsi,"MOV qword ptr [RSI],R12",write other [TODO]
request_resource,0x97,ctx->r12 + 0x28,"MOV qword ptr [R12 + 0x28],RBX",write other [TODO]
request_resource,0x9c,0xffffffff81d14bd0,CALL 0xffffffff81d14bd0,direct call
release_child_resources,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
release_child_resources,0x16,0xffffffff81d14e80,CALL 0xffffffff81d14e80,direct call
release_child_resources,0x1f,ctx->rbx + 0x38,"MOV qword ptr [RBX + 0x38],0x0",write other [TODO]
release_child_resources,0x33,0xffffffff81d14bd0,CALL 0xffffffff81d14bd0,direct call
release_child_resources,0x3c,,RET,ret
release_child_resources,0x45,ctx->rbx + 0x28,"MOV qword ptr [RBX + 0x28],0x0",write other [TODO]
release_child_resources,0x50,ctx->rbx + 0x30,"MOV qword ptr [RBX + 0x30],0x0",write other [TODO]
release_child_resources,0x58,0xffffffff810aca70,CALL 0xffffffff810aca70,direct call
release_child_resources,0x67,0xffffffff81c9b7df,CALL 0xffffffff81c9b7df,direct call
release_child_resources,0x73,ctx->rbx,"MOV qword ptr [RBX],0x0",write other [TODO]
release_child_resources,0x7a,ctx->rbx + 0x8,"MOV qword ptr [RBX + 0x8],RAX",write other [TODO]
request_resource_conflict,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
request_resource_conflict,0x19,0xffffffff81d14e80,CALL 0xffffffff81d14e80,direct call
request_resource_conflict,0x5b,0xffffffff81d14bd0,CALL 0xffffffff81d14bd0,direct call
request_resource_conflict,0x67,,RET,ret
request_resource_conflict,0x75,ctx->rbx + 0x30,"MOV qword ptr [RBX + 0x30],RCX",write other [TODO]
request_resource_conflict,0x79,ctx->rsi,"MOV qword ptr [RSI],RBX",write other [TODO]
request_resource_conflict,0x7c,ctx->rbx + 0x28,"MOV qword ptr [RBX + 0x28],R12",write other [TODO]
walk_system_ram_res,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
walk_system_ram_res,0x34,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RAX",write stack
walk_system_ram_res,0x48,ctx->r12,CALL R12,in-direct call
walk_system_ram_res,0x6b,0xffffffff810acce0,CALL 0xffffffff810acce0,direct call
walk_system_ram_res,0x94,,RET,ret
walk_system_ram_res,0x95,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
walk_mem_res,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
walk_mem_res,0x34,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RAX",write stack
walk_mem_res,0x48,ctx->r12,CALL R12,in-direct call
walk_mem_res,0x6b,0xffffffff810acce0,CALL 0xffffffff810acce0,direct call
walk_mem_res,0x94,,RET,ret
walk_mem_res,0x95,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
walk_system_ram_range,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
walk_system_ram_range,0x37,ctx->rbp - 0x78,"MOV qword ptr [RBP + -0x78],RCX",write stack
walk_system_ram_range,0x44,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RAX",write stack
walk_system_ram_range,0x5b,0xffffffff810acce0,CALL 0xffffffff810acce0,direct call
walk_system_ram_range,0x91,ctx->rax,CALL RAX,in-direct call
walk_system_ram_range,0xc0,,RET,ret
walk_system_ram_range,0xc1,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
FUN_ffffffff810adf50,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
FUN_ffffffff810adf50,0xa,,RET,ret
__find_resource,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
__find_resource,0x25,ctx->rbp - 0xb8,"MOV qword ptr [RBP + -0xb8],RCX",write stack
__find_resource,0x39,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RAX",write stack
__find_resource,0x43,ctx->rbp - 0xa8,"MOV qword ptr [RBP + -0xa8],RAX",write stack
__find_resource,0x4e,ctx->rbp - 0xa0,"MOV qword ptr [RBP + -0xa0],RAX",write stack
__find_resource,0x59,ctx->rbp - 0x98,"MOV qword ptr [RBP + -0x98],RAX",write stack
__find_resource,0x64,ctx->rbp - 0x90,"MOV qword ptr [RBP + -0x90],RAX",write stack
__find_resource,0x6f,ctx->rbp - 0x88,"MOV qword ptr [RBP + -0x88],RAX",write stack
__find_resource,0x7a,ctx->rbp - 0x80,"MOV qword ptr [RBP + -0x80],RAX",write stack
__find_resource,0x82,ctx->rbp - 0x78,"MOV qword ptr [RBP + -0x78],RAX",write stack
__find_resource,0x89,ctx->rbp - 0xb0,"MOV qword ptr [RBP + -0xb0],RAX",write stack
__find_resource,0xb7,ctx->rbp - 0xa8,"MOV qword ptr [RBP + -0xa8],RDX",write stack
__find_resource,0xd3,ctx->rbp - 0xb0,"MOV qword ptr [RBP + -0xb0],RSI",write stack
__find_resource,0xdf,ctx->rbp - 0xa8,"MOV qword ptr [RBP + -0xa8],RCX",write stack
__find_resource,0xed,0xffffffff810415d0,CALL 0xffffffff810415d0,direct call
__find_resource,0x11d,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],R9",write stack
__find_resource,0x121,ctx->rbp - 0x70,"MOV qword ptr [RBP + -0x70],RAX",write stack
__find_resource,0x125,ctx->rbp - 0x68,"MOV qword ptr [RBP + -0x68],RSI",write stack
__find_resource,0x139,ctx->rbp - 0xc0,"MOV qword ptr [RBP + -0xc0],R9",write stack
__find_resource,0x144,ctx->r14 + 0x18,CALL qword ptr [R14 + 0x18],in-direct call
__find_resource,0x19d,ctx->rbp - 0xb0,"MOV qword ptr [RBP + -0xb0],RAX",write stack
__find_resource,0x1b5,ctx->rbp - 0xa8,"MOV qword ptr [RBP + -0xa8],RDX",write stack
__find_resource,0x1ea,,RET,ret
__find_resource,0x212,ctx->r15,"MOV qword ptr [R15],RAX",write other [TODO]
__find_resource,0x217,ctx->r15 + 0x8,"MOV qword ptr [R15 + 0x8],RCX",write other [TODO]
__find_resource,0x21d,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
reallocate_resource,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
reallocate_resource,0x31,ctx->rbp - 0x28,"MOV qword ptr [RBP + -0x28],RAX",write stack
reallocate_resource,0x38,ctx->rbp - 0x68,"MOV qword ptr [RBP + -0x68],RAX",write stack
reallocate_resource,0x40,ctx->rbp - 0x60,"MOV qword ptr [RBP + -0x60],RAX",write stack
reallocate_resource,0x48,ctx->rbp - 0x58,"MOV qword ptr [RBP + -0x58],RAX",write stack
reallocate_resource,0x50,ctx->rbp - 0x50,"MOV qword ptr [RBP + -0x50],RAX",write stack
reallocate_resource,0x58,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],RAX",write stack
reallocate_resource,0x60,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],RAX",write stack
reallocate_resource,0x68,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],RAX",write stack
reallocate_resource,0x70,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RAX",write stack
reallocate_resource,0x74,0xffffffff81d14e80,CALL 0xffffffff81d14e80,direct call
reallocate_resource,0x89,0xffffffff810adf60,CALL 0xffffffff810adf60,direct call
reallocate_resource,0xd3,0xffffffff810ac770,CALL 0xffffffff810ac770,direct call
reallocate_resource,0xe2,ctx->r12,"MOV qword ptr [R12],RAX",write other [TODO]
reallocate_resource,0xea,ctx->r12 + 0x8,"MOV qword ptr [R12 + 0x8],RAX",write other [TODO]
reallocate_resource,0xf3,ctx->r12 + 0x10,"MOV qword ptr [R12 + 0x10],RAX",write other [TODO]
reallocate_resource,0xfc,ctx->r12 + 0x18,"MOV qword ptr [R12 + 0x18],RAX",write other [TODO]
reallocate_resource,0x105,ctx->r12 + 0x20,"MOV qword ptr [R12 + 0x20],RAX",write other [TODO]
reallocate_resource,0x10e,ctx->r12 + 0x28,"MOV qword ptr [R12 + 0x28],RAX",write other [TODO]
reallocate_resource,0x117,ctx->r12 + 0x30,"MOV qword ptr [R12 + 0x30],RAX",write other [TODO]
reallocate_resource,0x120,ctx->r12 + 0x38,"MOV qword ptr [R12 + 0x38],RAX",write other [TODO]
reallocate_resource,0x125,0xffffffff810ac710,CALL 0xffffffff810ac710,direct call
reallocate_resource,0x13a,0xffffffff81d14bd0,CALL 0xffffffff81d14bd0,direct call
reallocate_resource,0x15e,,RET,ret
reallocate_resource,0x1a9,ctx->r12,"MOV qword ptr [R12],RAX",write other [TODO]
reallocate_resource,0x1ad,ctx->r12 + 0x8,"MOV qword ptr [R12 + 0x8],RDX",write other [TODO]
reallocate_resource,0x1b9,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
allocate_resource,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
allocate_resource,0x29,ctx->rbp - 0x20,"MOV qword ptr [RBP + -0x20],RDX",write stack
allocate_resource,0x36,ctx->rbp - 0x48,"MOV qword ptr [RBP + -0x48],RCX",write stack
allocate_resource,0x3d,ctx->rbp - 0x40,"MOV qword ptr [RBP + -0x40],R8",write stack
allocate_resource,0x4a,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],R9",write stack
allocate_resource,0x4e,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RAX",write stack
allocate_resource,0x56,ctx->rbp - 0x28,"MOV qword ptr [RBP + -0x28],RAX",write stack
allocate_resource,0x63,0xffffffff810ae190,CALL 0xffffffff810ae190,direct call
allocate_resource,0x88,,RET,ret
allocate_resource,0x90,0xffffffff81d14e80,CALL 0xffffffff81d14e80,direct call
allocate_resource,0xa4,0xffffffff810adf60,CALL 0xffffffff810adf60,direct call
allocate_resource,0xb6,0xffffffff810ac710,CALL 0xffffffff810ac710,direct call
allocate_resource,0xce,0xffffffff81d14bd0,CALL 0xffffffff81d14bd0,direct call
allocate_resource,0xd5,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
lookup_resource,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
lookup_resource,0x19,0xffffffff81d14df0,CALL 0xffffffff81d14df0,direct call
lookup_resource,0x41,0xffffffff81d14ba0,CALL 0xffffffff81d14ba0,direct call
lookup_resource,0x4d,,RET,ret
insert_resource_conflict,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
insert_resource_conflict,0x1a,0xffffffff81d14e80,CALL 0xffffffff81d14e80,direct call
insert_resource_conflict,0x25,0xffffffff810ad5d0,CALL 0xffffffff810ad5d0,direct call
insert_resource_conflict,0x34,0xffffffff81d14bd0,CALL 0xffffffff81d14bd0,direct call
insert_resource_conflict,0x41,,RET,ret
resource_alignment,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
resource_alignment,0x26,,RET,ret
resource_alignment,0x2a,,RET,ret
resource_alignment,0x37,,RET,ret
iomem_get_mapping,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
iomem_get_mapping,0x15,,RET,ret
release_mem_region_adjustable,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
release_mem_region_adjustable,0x27,,RET,ret
release_mem_region_adjustable,0x53,0xffffffff812b35b0,CALL 0xffffffff812b35b0,direct call
release_mem_region_adjustable,0x62,0xffffffff81d14e80,CALL 0xffffffff81d14e80,direct call
release_mem_region_adjustable,0xe9,ctx->r13,"MOV qword ptr [R13],R14",write other [TODO]
release_mem_region_adjustable,0xf0,ctx->r13 + 0x10,"MOV qword ptr [R13 + 0x10],RAX",write other [TODO]
release_mem_region_adjustable,0xf9,ctx->r13 + 0x8,"MOV qword ptr [R13 + 0x8],RAX",write other [TODO]
release_mem_region_adjustable,0x102,ctx->r13 + 0x18,"MOV qword ptr [R13 + 0x18],RAX",write other [TODO]
release_mem_region_adjustable,0x10b,ctx->r13 + 0x20,"MOV qword ptr [R13 + 0x20],RAX",write other [TODO]
release_mem_region_adjustable,0x114,ctx->r13 + 0x28,"MOV qword ptr [R13 + 0x28],RAX",write other [TODO]
release_mem_region_adjustable,0x11d,ctx->r13 + 0x38,"MOV qword ptr [R13 + 0x38],0x0",write other [TODO]
release_mem_region_adjustable,0x125,ctx->r13 + 0x30,"MOV qword ptr [R13 + 0x30],RAX",write other [TODO]
release_mem_region_adjustable,0x133,0xffffffff810ac890,CALL 0xffffffff810ac890,direct call
release_mem_region_adjustable,0x13c,ctx->r12 + 0x30,"MOV qword ptr [R12 + 0x30],R13",write other [TODO]
release_mem_region_adjustable,0x148,0xffffffff81d14bd0,CALL 0xffffffff81d14bd0,direct call
release_mem_region_adjustable,0x157,,RET,ret
release_mem_region_adjustable,0x170,0xffffffff81d14bd0,CALL 0xffffffff81d14bd0,direct call
release_mem_region_adjustable,0x181,0xffffffff810ad150,CALL 0xffffffff810ad150,direct call
release_mem_region_adjustable,0x190,,RET,ret
release_mem_region_adjustable,0x1a6,0xffffffff810ac890,CALL 0xffffffff810ac890,direct call
release_mem_region_adjustable,0x1cc,0xffffffff810ac890,CALL 0xffffffff810ac890,direct call
release_mem_region_adjustable,0x1e1,ctx->rax,"MOV qword ptr [RAX],RDX",write other [TODO]
release_mem_region_adjustable,0x1e4,0xffffffff810ad150,CALL 0xffffffff810ad150,direct call
release_mem_region_adjustable,0x1ff,0xffffffff812b35b0,CALL 0xffffffff812b35b0,direct call
release_mem_region_adjustable,0x217,0xffffffff81d14bd0,CALL 0xffffffff81d14bd0,direct call
merge_system_ram_resource,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
merge_system_ram_resource,0x2c,0xffffffff81d14e80,CALL 0xffffffff81d14e80,direct call
merge_system_ram_resource,0x41,ctx->r12 + 0x18,"MOV qword ptr [R12 + 0x18],RAX",write other [TODO]
merge_system_ram_resource,0x78,0xffffffff81d14bd0,CALL 0xffffffff81d14bd0,direct call
merge_system_ram_resource,0x82,,RET,ret
merge_system_ram_resource,0xc6,ctx->rax + 0x8,"MOV qword ptr [RAX + 0x8],RDX",write other [TODO]
merge_system_ram_resource,0xcf,ctx->rax + 0x30,"MOV qword ptr [RAX + 0x30],RDX",write other [TODO]
merge_system_ram_resource,0xdb,0xffffffff810ad150,CALL 0xffffffff810ad150,direct call
merge_system_ram_resource,0x12d,ctx->r12 + 0x8,"MOV qword ptr [R12 + 0x8],RAX",write other [TODO]
merge_system_ram_resource,0x136,ctx->r12 + 0x30,"MOV qword ptr [R12 + 0x30],RAX",write other [TODO]
merge_system_ram_resource,0x13b,0xffffffff810ad150,CALL 0xffffffff810ad150,direct call
iomem_map_sanity_check,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
iomem_map_sanity_check,0x19,0xffffffff81d14df0,CALL 0xffffffff81d14df0,direct call
iomem_map_sanity_check,0xa3,0xffffffff81d14ba0,CALL 0xffffffff81d14ba0,direct call
iomem_map_sanity_check,0xaf,,RET,ret
iomem_is_exclusive,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
iomem_is_exclusive,0x1d,0xffffffff81d14df0,CALL 0xffffffff81d14df0,direct call
iomem_is_exclusive,0x8c,0xffffffff81d14ba0,CALL 0xffffffff81d14ba0,direct call
iomem_is_exclusive,0x98,,RET,ret
do_proc_dobool_conv,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
do_proc_dobool_conv,0x17,,RET,ret
do_proc_dobool_conv,0x1c,ctx->rsi,"MOV qword ptr [RSI],RAX",write other [TODO]
do_proc_dobool_conv,0x21,ctx->rdi,"MOV byte ptr [RDI],0x0",write other [TODO]
do_proc_dobool_conv,0x24,,RET,ret
do_proc_douintvec_conv,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
do_proc_douintvec_conv,0x19,ctx->rsi,"MOV dword ptr [RSI],EAX",write other [TODO]
do_proc_douintvec_conv,0x1e,,RET,ret
do_proc_douintvec_conv,0x22,ctx->rdi,"MOV qword ptr [RDI],RAX",write other [TODO]
do_proc_douintvec_conv,0x27,,RET,ret
do_proc_douintvec_conv,0x2e,,RET,ret
do_proc_douintvec_minmax_conv,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
do_proc_douintvec_minmax_conv,0x32,ctx->rsi,"MOV dword ptr [RSI],EAX",write other [TODO]
do_proc_douintvec_minmax_conv,0x37,,RET,ret
do_proc_douintvec_minmax_conv,0x3a,ctx->rdi,"MOV qword ptr [RDI],RAX",write other [TODO]
do_proc_douintvec_minmax_conv,0x40,,RET,ret
do_proc_douintvec_minmax_conv,0x47,,RET,ret
do_proc_douintvec_minmax_conv,0x4e,,RET,ret
proc_put_long,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
proc_put_long,0x39,ctx->rbp - 0x20,"MOV qword ptr [RBP + -0x20],RAX",write stack
proc_put_long,0x4f,0xffffffff81c85690,CALL 0xffffffff81c85690,direct call
proc_put_long,0x5c,0xffffffff81c7f9c0,CALL 0xffffffff81c7f9c0,direct call
proc_put_long,0x90,ctx->rdx,"MOV byte ptr [RDX],CL",write other [TODO]
proc_put_long,0xb6,,RET,ret
proc_put_long,0xbb,ctx->rdx,"MOV qword ptr [RDX],RCX",write other [TODO]
proc_put_long,0xc5,ctx->rdx + ctx->rcx * 0x1 - 0x8,"MOV qword ptr [RDX + RCX*0x1 + -0x8],RSI",write other [TODO]
proc_put_long,0xf1,ctx->rsi + ctx->rdi * 0x1,"MOV qword ptr [RSI + RDI*0x1],R8",write other [TODO]
proc_put_long,0xfe,ctx->rdx,"MOV dword ptr [RDX],ECX",write other [TODO]
proc_put_long,0x107,ctx->rdx + ctx->rcx * 0x1 - 0x4,"MOV dword ptr [RDX + RCX*0x1 + -0x4],ESI",write other [TODO]
proc_put_long,0x115,ctx->wordctx->ptrctx->rdx + ctx->rcx * 0x1 - 0x2,"MOV word ptr [RDX + RCX*0x1 + -0x2],SI",write other [TODO]
proc_put_long,0x11f,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
proc_put_long,0xbe7188,0xffffffff81cb4d33,CALL 0xffffffff81cb4d33,direct call
proc_first_pos_non_zero_ignore.part.0,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
proc_first_pos_non_zero_ignore.part.0,0x24,,RET,ret
proc_first_pos_non_zero_ignore.part.0,0x41,,RET,ret
proc_dostring,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
proc_dostring,0x2c,ctx->rbp - 0x30,"MOV dword ptr [RBP + -0x30],ESI",write stack
proc_dostring,0x2f,0xffffffff810aec10,CALL 0xffffffff810aec10,direct call
proc_dostring,0x79,ctx->r14,"MOV qword ptr [R14],RAX",write other [TODO]
proc_dostring,0xbd,ctx->rcx,"MOV byte ptr [RCX],DL",write other [TODO]
proc_dostring,0xd3,ctx->rsi,"MOV byte ptr [RSI],0x0",write other [TODO]
proc_dostring,0xdb,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RDX",write stack
proc_dostring,0xdf,0xffffffff81c7f9a0,CALL 0xffffffff81c7f9a0,direct call
proc_dostring,0xf3,ctx->r13,"MOV qword ptr [R13],0x0",write other [TODO]
proc_dostring,0x10b,,RET,ret
proc_dostring,0x11f,ctx->r12 + ctx->rbx * 0x1,"MOV byte ptr [R12 + RBX*0x1],0xa",write other [TODO]
proc_dostring,0x128,ctx->r13,"MOV qword ptr [R13],RBX",write other [TODO]
proc_dostring,0x134,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RDX",write stack
proc_dostring,0x138,0xffffffff81c7f9a0,CALL 0xffffffff81c7f9a0,direct call
proc_dostring,0x16e,0xffffffff81d03bf0,CALL 0xffffffff81d03bf0,direct call
proc_get_long.constprop.0,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
proc_get_long.constprop.0,0x19,ctx->rbp - 0x68,"MOV qword ptr [RBP + -0x68],R8",write stack
proc_get_long.constprop.0,0x20,ctx->rbp - 0x60,"MOV qword ptr [RBP + -0x60],R9",write stack
proc_get_long.constprop.0,0x2d,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RAX",write stack
proc_get_long.constprop.0,0x70,ctx->rbp - 0x46,"MOV byte ptr [RBP + -0x46],DL",write stack
proc_get_long.constprop.0,0x7b,ctx->rbp + ctx->rax * 0x1 - 0x46,"MOV byte ptr [RBP + RAX*0x1 + -0x46],0x0",write stack
proc_get_long.constprop.0,0x9e,ctx->r10,"MOV byte ptr [R10],DL",write other [TODO]
